Symbol,Date,Open,High,Low,Close,Volume
AAAP,22-Jul-2026,25.295,25.295,25.295,25.295,100
AACB,22-Jul-2026,10.57,10.57,10.49,10.54,8200
AACG,22-Jul-2026,0.88,0.925,0.88,0.91,1300
AACIW,22-Jul-2026,0.2391,0.2893,0.2105,0.2893,115300
AACO,22-Jul-2026,9.92,9.92,9.92,9.92,100
AACOU,22-Jul-2026,10.1,10.1,10.08,10.08,600
AACP,22-Jul-2026,9.96,9.98,9.96,9.98,600
AACPR,22-Jul-2026,0.2,0.2,0.2,0.2,100
AADR,22-Jul-2026,83.58,84.07,83.58,83.845,2100
AAEQ,22-Jul-2026,53.3066,53.3066,53.3066,53.3066,100
AAL,22-Jul-2026,15.02,15.31,14.62,14.79,118561600
AALG,22-Jul-2026,13.84,14.05,13.3,13.4096,7500
AAME,22-Jul-2026,1.615,1.615,1.58,1.58,1700
AAOI,22-Jul-2026,114.99,117.49,110.01,110.52,8072900
AAON,22-Jul-2026,104.2,108.23,104.155,107.17,710000
AAPB,22-Jul-2026,42.81,42.81,42.08,42.8053,10000
AAPD,22-Jul-2026,10.665,10.8113,10.64,10.72,5595800
AAPG,22-Jul-2026,19.31,19.4,19.135,19.235,11500
AAPL,22-Jul-2026,327.87,328.9995,323.34,325.89,38755900
AAPU,22-Jul-2026,44.37,44.7256,43.22,43.86,671300
AARD,22-Jul-2026,6.08,6.51,5.81,6.48,183900
AAUS,22-Jul-2026,60.03,60.05,59.77,59.77,38400
AAVM,22-Jul-2026,33.41,33.78,33.41,33.6733,2700
AAXJ,22-Jul-2026,112.44,113.265,112.2701,112.76,276500
ABAT,22-Jul-2026,2.41,2.53,2.41,2.44,2351200
ABCL,22-Jul-2026,5.92,6.06,5.71,5.73,2559100
ABCS,22-Jul-2026,34.425,34.425,34.34,34.3762,1400
ABEO,22-Jul-2026,6.52,6.62,6.405,6.42,894500
ABI,22-Jul-2026,24.79,24.79,24.79,24.79,100
ABIG,22-Jul-2026,34.3416,34.3416,34.3416,34.3416,100
ABLV,22-Jul-2026,1.04,1.04,0.93,0.93,30500
ABLVW,22-Jul-2026,0.0192,0.0192,0.0167,0.0167,1000
ABNB,22-Jul-2026,144.1,144.47,139.69,140.05,2635600
ABNG,22-Jul-2026,17.24,17.36,17.042,17.042,4700
ABOS,22-Jul-2026,2.19,2.24,2.18,2.21,200200
ABSI,22-Jul-2026,8.17,8.47,8.1,8.24,1846500
ABTC,22-Jul-2026,6.2,6.65,6.065,6.1,1006000
ABTS,22-Jul-2026,1.19,1.29,1.1328,1.28,34900
ABUS,22-Jul-2026,4.51,4.52,4.31,4.33,1432400
ABVC,22-Jul-2026,1.24,1.26,1.18,1.18,63600
ABVX,22-Jul-2026,133.02,134,129.11,129.73,699900
ACAA,22-Jul-2026,10,10,10,10,2200
ACAD,22-Jul-2026,25.62,25.62,24.91,24.96,1163300
ACB,22-Jul-2026,2.66,2.71,2.65,2.66,862700
ACCL,22-Jul-2026,1.97,2.2,1.94,2.14,50700
ACDC,22-Jul-2026,4.94,5.17,4.92,5.06,1027000
ACEP,22-Jul-2026,19.87,19.93,19.87,19.9034,600
ACET,22-Jul-2026,8.07,8.625,8,8.57,95100
ACFN,22-Jul-2026,20.36,21.16,20.3593,21.04,6300
ACGC,22-Jul-2026,9.95,9.95,9.9405,9.9405,800
ACGL,22-Jul-2026,100.26,100.47,98.16,98.63,1715900
ACGLN,22-Jul-2026,16.39,16.44,16.32,16.337,26100
ACGLO,22-Jul-2026,19.6,19.66,19.44,19.52,31400
ACHC,22-Jul-2026,35.69,35.83,34.64,34.78,1412700
ACHV,22-Jul-2026,6.47,6.635,6.275,6.31,749900
